index,reviewerName,product,reviewText,overall,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
578,R. Tejeda,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2013-09-02,462,0,0,0,0,0.0,0.0
579,Dagnasty,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-11-04,399,0,0,0,0,0.0,0.0
580,J. Roseboom,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",1.0,2013-06-16,540,0,0,0,0,0.0,0.0
581,Chris,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-12-26,347,0,0,0,0,0.0,0.0
582,AC,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-01-14,693,0,0,0,0,0.0,0.0
583,Bobby C. Richardson,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-12-01,372,0,0,0,0,0.0,0.0
584,"NeedApple ""Apple fan""",PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-01-01,706,0,0,0,0,0.0,0.0
585,Takah,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2012-12-14,724,0,0,0,0,0.0,0.0
586,Bartoggle,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-11-13,390,0,0,0,0,0.0,0.0
587,TheBianchi,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-08-28,467,1,0,1,1,1.0,0.2065493143772374
588,SkywalkRtexsRngr,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2014-06-01,190,0,0,0,0,0.0,0.0
589,Antti,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-09-26,438,0,0,0,0,0.0,0.0
590,Richard D. Bradford,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-06-24,167,0,0,0,0,0.0,0.0
591,PayPal Customer,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-11-11,392,0,0,0,0,0.0,0.0
592,Jerry Solomon,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-03-20,263,0,0,0,0,0.0,0.0
593,westshop,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",3.0,2013-01-15,692,0,0,0,0,0.0,0.0
594,Imran I. Khan,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",4.0,2012-12-24,714,0,0,0,0,0.0,0.0
595,PMC,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2014-01-01,341,0,0,0,0,0.0,0.0
596,"Matthew ""Matt""",PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-09-08,456,0,0,0,0,0.0,0.0
597,lotzosushi,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2012-12-20,718,0,0,0,0,0.0,0.0
598,Jose Jaime,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
599,tl,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-05-16,206,0,0,0,0,0.0,0.0
600,tcstom,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-03-01,282,0,0,0,0,0.0,0.0
601,Clinton J. Kelley,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2014-04-25,227,0,0,0,0,0.0,0.0
602,"Steve ""flixnpix""",PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-10-06,63,1,0,1,1,1.0,0.2065493143772374
603,Ale-B,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-10-30,404,0,0,0,0,0.0,0.0
604,Dan-O,PayPal Credit,"The service is okay, but there are better options with lower fees.",4.0,2014-12-06,2,0,0,0,0,0.0,0.0
605,C. Wells,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-09-03,461,0,0,0,0,0.0,0.0
606,William Garvin,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-10-06,428,0,0,0,0,0.0,0.0
607,M,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",1.0,2014-06-01,190,0,0,0,0,0.0,0.0
608,T. ONeill,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-05-27,195,0,0,0,0,0.0,0.0
609,Alex Pomilio,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-07-02,159,0,0,0,0,0.0,0.0
610,Joe Z,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-02-26,285,0,0,0,0,0.0,0.0
611,Gotinoto,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-06-08,548,0,0,0,0,0.0,0.0
612,J/D.,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2014-04-18,234,0,0,0,0,0.0,0.0
613,"Ivor Petrie ""Ivor the Engineer""",PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-05-04,583,0,0,0,0,0.0,0.0
614,ELSC,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-03-08,640,0,0,0,0,0.0,0.0
615,Awesome,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-01-14,328,0,0,0,0,0.0,0.0
616,Roland,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-10-01,433,1,0,1,1,1.0,0.2065493143772374
617,Matthew Ross,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",4.0,2013-05-20,567,0,0,0,0,0.0,0.0
618,Sherif Qotb,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-05-29,558,0,0,0,0,0.0,0.0
619,"Phill Sharpe ""T.O.P.S""",PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-08-17,478,0,0,0,0,0.0,0.0
620,Lynn,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-01-02,705,0,0,0,0,0.0,0.0
621,Mauro Mori,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-01-11,696,0,0,0,0,0.0,0.0
622,PayPal Customer,Xoom,"Transfers are generally quick, but the mobile app could be improved.",3.0,2013-07-02,524,0,0,0,0,0.0,0.0
623,Ed,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2013-02-17,659,0,0,0,0,0.0,0.0
624,Douglas Johnston,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-06-02,189,0,0,0,0,0.0,0.0
625,Alejandro Hernndez,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",3.0,2014-03-02,281,0,0,0,0,0.0,0.0
626,Etienne,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-04-22,595,0,0,0,0,0.0,0.0
627,gerardo leal,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-10-04,65,0,0,0,0,0.0,0.0
628,Josh Thompson,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",4.0,2013-01-30,677,0,0,0,0,0.0,0.0
629,Dana Leasman,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-05-01,586,0,0,0,0,0.0,0.0
630,Ben Ellefson,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-11-03,400,0,0,0,0,0.0,0.0
631,MD_Family,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-02-12,664,0,0,0,0,0.0,0.0
632,Hasan,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-12-12,361,0,0,0,0,0.0,0.0
633,Matt P,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-04-22,595,0,0,0,0,0.0,0.0
634,jay,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-11-01,37,0,0,0,0,0.0,0.0
635,Rostislav Livinsky,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-02-21,290,0,0,0,0,0.0,0.0
636,"Peter M. Wendt ""Eggy""",PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2012-12-17,721,0,0,0,0,0.0,0.0
637,bough,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-10-06,428,0,0,0,0,0.0,0.0
638,Kelly-K,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-09-05,94,0,0,0,0,0.0,0.0
639,"Sergio ""Sergio Georgi""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-02-16,660,0,0,0,0,0.0,0.0
640,Big Ern,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2012-12-13,725,0,0,0,0,0.0,0.0
641,brunobv,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-11-06,397,0,0,0,0,0.0,0.0
642,"J. Romero ""Jos L. Romero""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-07-23,503,0,0,0,0,0.0,0.0
643,"Tim H ""Tim""",PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-01-16,691,0,0,0,0,0.0,0.0
644,"Amazon Customer ""Kung-Fu master""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",4.0,2014-12-04,4,0,1,1,-1,0.0,0.0
645,Brian,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-06-07,184,0,0,0,0,0.0,0.0
646,"Y. Ramirez ""Crudas Cuerdas""",PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-02-06,670,0,0,0,0,0.0,0.0
647,PayPal Customer,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-11-06,32,0,0,0,0,0.0,0.0
648,"Gary Green ""Going Green""",PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-12-12,361,0,0,0,0,0.0,0.0
649,Scott,PayPal Credit,"The service is okay, but there are better options with lower fees.",1.0,2014-08-05,125,0,2,2,-2,0.0,0.0
650,bob,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-07-13,148,0,0,0,0,0.0,0.0
651,Sir Buck,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",1.0,2014-01-13,329,0,1,1,-1,0.0,0.0
652,William Hamilton,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2012-12-13,725,0,0,0,0,0.0,0.0
653,LION,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-08-21,474,0,0,0,0,0.0,0.0
654,Big Oz,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-04-06,611,0,0,0,0,0.0,0.0
655,Failtelorn,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-12-19,354,0,0,0,0,0.0,0.0
656,Eric buckner,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-02-07,304,0,0,0,0,0.0,0.0
657,"Peter D. Jansen ""PJBlackbird""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2012-11-26,742,0,0,0,0,0.0,0.0
658,Jesus Contreras,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",2.0,2013-09-04,460,0,0,0,0,0.0,0.0
659,jmachado,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-12-10,363,0,0,0,0,0.0,0.0
660,P. Martin,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-08-20,475,0,0,0,0,0.0,0.0
661,Vladislav P. Taranov,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-11-01,402,0,0,0,0,0.0,0.0
662,Larry W.,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-09-17,447,0,0,0,0,0.0,0.0
663,PayPal Customer,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-03-25,258,1,0,1,1,1.0,0.2065493143772374
664,The Amazon Shopper,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2012-11-20,748,0,0,0,0,0.0,0.0
665,Jones,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-04-05,247,0,0,0,0,0.0,0.0
666,"Shannon Lastowski ""Queen of Caffeine""",PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-06-05,186,0,0,0,0,0.0,0.0
667,Chuckjlds,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-07-01,160,0,0,0,0,0.0,0.0
668,V. Lee,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-12-09,364,0,0,0,0,0.0,0.0
669,Techie2000,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",1.0,2013-01-29,678,0,0,0,0,0.0,0.0
670,Dare to satisfy me,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-11-06,397,0,0,0,0,0.0,0.0
671,SoccerJo,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2014-01-27,315,0,0,0,0,0.0,0.0
672,Ocean Blue,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2014-03-19,264,0,0,0,0,0.0,0.0
673,Kim Wiggins,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-01-13,329,0,0,0,0,0.0,0.0
674,Ivan Perry &#34;Computer Dude&#34;,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-01-30,677,0,0,0,0,0.0,0.0
675,"Marcio Barbosa Matielo ""mizifih""",PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-10-20,414,0,0,0,0,0.0,0.0
676,Dale,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-12-06,367,0,0,0,0,0.0,0.0
677,Garret Prenguber,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-06-29,162,0,0,0,0,0.0,0.0
678,Andre Alho,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-06-20,171,0,0,0,0,0.0,0.0
679,kawua,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2012-02-12,1030,0,0,0,0,0.0,0.0
680,Stephen M. Lerch,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-07-07,154,0,0,0,0,0.0,0.0
681,DK the DJ,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-12-01,372,0,0,0,0,0.0,0.0
682,Tony,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",4.0,2014-08-07,123,0,0,0,0,0.0,0.0
683,kyuumu,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-11-13,390,0,0,0,0,0.0,0.0
684,Humberto Martinez Abed,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-01-02,705,0,0,0,0,0.0,0.0
685,Travis,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",4.0,2013-06-28,528,0,0,0,0,0.0,0.0
686,Brian Nguyen,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-06-07,549,0,0,0,0,0.0,0.0
687,Mary J Kelly,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-11-21,382,0,0,0,0,0.0,0.0
688,James B. Beavan III,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-01-24,318,0,0,0,0,0.0,0.0
689,Enrique,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-01-26,316,0,0,0,0,0.0,0.0
690,George Fox,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",2.0,2013-09-20,444,0,1,1,-1,0.0,0.0
691,ceejay,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-01-14,328,0,0,0,0,0.0,0.0
692,"Trip ""SC""",PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",4.0,2013-10-11,423,0,0,0,0,0.0,0.0
693,D Crouch,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-01-31,676,0,0,0,0,0.0,0.0
694,mike,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-11-03,35,0,0,0,0,0.0,0.0
695,E. Lawrence Budro,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-06-04,552,0,0,0,0,0.0,0.0
696,Dlaindy,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",4.0,2014-02-26,285,0,0,0,0,0.0,0.0
697,"Amazon Customer ""Animaleyez""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-08-11,484,0,0,0,0,0.0,0.0
698,Charles W. Stewart,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-06-07,184,0,0,0,0,0.0,0.0
699,Gilles,PayPal Credit,"The service is okay, but there are better options with lower fees.",2.0,2014-05-06,216,0,0,0,0,0.0,0.0
700,"A. Bystricky ""Tony B.""",Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-02-17,294,0,0,0,0,0.0,0.0
701,Kevin,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",4.0,2014-04-24,228,0,0,0,0,0.0,0.0
702,"Joe P. of Pennsylvania ""JP""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-02-20,291,0,0,0,0,0.0,0.0
703,Glenn,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2014-01-16,326,0,0,0,0,0.0,0.0
704,C. Sanchez,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-08-13,482,1,0,1,1,1.0,0.2065493143772374
705,"Ryan T. Begley ""Ryan""",Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-12-17,356,0,0,0,0,0.0,0.0
706,EKPG,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-01-21,686,0,0,0,0,0.0,0.0
707,Lui,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",3.0,2014-01-16,326,0,0,0,0,0.0,0.0
708,MinusTheC,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-04-12,605,0,0,0,0,0.0,0.0
709,Johnson,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-02-12,664,0,0,0,0,0.0,0.0
710,"Mar Twain ""Sam""",PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-07-31,495,0,0,0,0,0.0,0.0
711,M. Eickholt,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2012-11-26,742,0,0,0,0,0.0,0.0
712,mad G.I.,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",1.0,2013-05-29,558,0,0,0,0,0.0,0.0
713,Hepotter,Braintree,"A solid service, though I had a few issues with setting it up initially.",3.0,2014-06-18,173,0,1,1,-1,0.0,0.0
714,J S,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-07-22,504,0,0,0,0,0.0,0.0
715,MoThug666,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2012-12-27,711,0,0,0,0,0.0,0.0
716,Fishdog,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",4.0,2014-01-06,336,0,0,0,0,0.0,0.0
717,BrianInNC,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-12-07,366,0,0,0,0,0.0,0.0
718,"Hien Nguyen ""scatterbrained""",Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-03-12,636,0,0,0,0,0.0,0.0
719,Gaby,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-07-07,154,0,0,0,0,0.0,0.0
720,"Zeality ""N2iT""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",3.0,2014-03-30,253,0,0,0,0,0.0,0.0
721,"KCC ""This is the really real world...There ai...",PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2012-11-30,738,0,0,0,0,0.0,0.0
722,Bruce E. Harang,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-06-07,549,0,0,0,0,0.0,0.0
723,RobbySkateboard,Braintree,"A solid service, though I had a few issues with setting it up initially.",2.0,2013-05-13,574,0,0,0,0,0.0,0.0
724,Chad A. Lawrence,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-05-29,558,0,0,0,0,0.0,0.0
725,"The Ripper ""Xsheriffsdeputy""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-12-19,354,0,0,0,0,0.0,0.0
726,That Guy B,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-09-04,95,0,0,0,0,0.0,0.0
727,Mark Ross,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",3.0,2013-07-11,515,0,1,1,-1,0.0,0.0
728,Drake Johnson,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2012-12-24,714,0,0,0,0,0.0,0.0
729,"Discoveror ""Mike""",Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-01-11,696,0,0,0,0,0.0,0.0
730,cg,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-08-01,129,0,0,0,0,0.0,0.0
731,SDBunny,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-09-09,455,0,0,0,0,0.0,0.0
732,Collin,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-09-27,437,0,0,0,0,0.0,0.0
733,Securus,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-05-19,203,0,0,0,0,0.0,0.0
734,"Amazon Customer ""WoolTales""",Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-04-08,609,0,0,0,0,0.0,0.0
735,Kenneth Lovely,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-02-04,307,0,1,1,-1,0.0,0.0
736,lucas710,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-09-11,453,0,0,0,0,0.0,0.0
737,WLK,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-01-07,335,0,0,0,0,0.0,0.0
738,brenton,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2012-12-27,711,0,0,0,0,0.0,0.0
739,Keith,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-09-03,96,0,0,0,0,0.0,0.0
740,PayPal Customer,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2012-10-22,777,2,0,2,2,1.0,0.3423802275066531
741,Joenathan,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-06-07,549,0,0,0,0,0.0,0.0
742,amir70-il,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2014-04-01,251,0,0,0,0,0.0,0.0
743,Cat Cat,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",4.0,2013-07-07,519,0,0,0,0,0.0,0.0
744,Luke,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-01-27,680,0,0,0,0,0.0,0.0
745,"S. Noyce ""Sam Thee Great""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-02-16,660,0,0,0,0,0.0,0.0
746,"P. Laczko ""Laczko Studio plaster design""",PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-12-08,365,0,0,0,0,0.0,0.0
747,KSY,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",4.0,2012-12-28,710,1,0,1,1,1.0,0.2065493143772374
748,Dave Junia Lum,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-07-18,508,0,0,0,0,0.0,0.0
749,Aaron,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-07-01,160,0,0,0,0,0.0,0.0
750,Seamaster GMT,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",4.0,2013-08-13,482,1,0,1,1,1.0,0.2065493143772374
751,Vinnie,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-12-10,363,0,0,0,0,0.0,0.0
752,"TOB9595 ""TOB9595""",PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-06-22,534,0,0,0,0,0.0,0.0
753,Howard and Shikha,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-02-12,664,0,0,0,0,0.0,0.0
754,"Donald A. P. Bergler ""dbergler""",PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",2.0,2013-12-05,368,1,1,2,0,0.5,0.0945312057342307
755,"Anthony Stone ""APS""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-11-07,396,0,0,0,0,0.0,0.0
756,Will Burgess,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-01-15,692,0,0,0,0,0.0,0.0
757,M. Wilson,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-02-06,305,0,0,0,0,0.0,0.0
758,Miguel,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",4.0,2014-02-22,289,0,0,0,0,0.0,0.0
759,Nick,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-08-07,488,0,0,0,0,0.0,0.0
760,T. Norman,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-07-20,506,0,0,0,0,0.0,0.0
761,Daniel C.,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-11-03,35,0,0,0,0,0.0,0.0
762,Sats,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",4.0,2014-02-18,293,0,0,0,0,0.0,0.0
763,R. Meadows,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",4.0,2013-01-13,694,1,0,1,1,1.0,0.2065493143772374
764,Michael,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-05-23,199,1,0,1,1,1.0,0.2065493143772374
765,dca74,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-03-13,270,0,0,0,0,0.0,0.0
766,Ben Myers,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2014-05-07,215,0,0,0,0,0.0,0.0
767,PayPal Customer,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-01-02,340,0,0,0,0,0.0,0.0
768,"Rodolfo Q. Z ""roqz""",PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2014-08-01,129,0,0,0,0,0.0,0.0
769,Mr. Bottom Tooth,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-11-07,396,0,0,0,0,0.0,0.0
770,SincerelySigned,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-07-07,154,0,0,0,0,0.0,0.0
771,James Hartsell,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-12-01,372,0,0,0,0,0.0,0.0
